,sent_index,sentence_length,root_word,root_index,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,label
10,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
11,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
12,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
13,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
14,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
15,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
16,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
17,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
18,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
19,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
20,1.0,23,established,3,6,19,13,5,3,-3,16,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-appos,NNP-NNP,NNP-NNP,6,0
21,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
22,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
23,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
24,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
25,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
26,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
27,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
28,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
29,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
30,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
31,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
32,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
33,2.0,18,born,11,4,16,12,3,1,7,5,George Gershwin,New York,-,-,PROPN-PROPN,PROPN-PROPN,compound-nsubjpass,compound-appos,NNP-NNP,NNP-NNP,4,0
34,3.0,15,__,0,3,11,8,2,3,-3,11,Andre - Agassi,Las Vegas,--,-,PROPN-PUNCT-PROPN,PROPN-PROPN,compound-punct-conj,compound-appos,NNP-HYPH-NNP,NNP-NNP,4,0
35,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
36,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
37,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
38,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
39,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
40,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
41,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
42,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
43,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
44,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
45,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
46,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
47,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
48,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
49,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
50,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
51,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
52,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
53,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
54,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
55,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
56,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
57,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
58,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
59,4.0,14,born,3,1,6,5,0,7,2,3,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
60,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
61,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
62,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
63,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
64,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
65,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
66,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
67,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
68,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
69,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
70,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
71,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
72,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
73,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
74,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
75,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
76,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
77,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
78,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
79,5.0,24,started,1,7,20,13,6,3,-6,19,Andre Agassi,Las Vegas,-,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-pobj,NNP-NNP,NNP-NNP,8,0
80,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
81,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
82,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
83,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
84,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
85,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
86,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
87,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
88,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
89,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
90,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
91,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
92,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
93,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
94,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
95,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
96,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
97,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
98,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
99,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
100,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
101,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
102,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
103,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
104,6.0,19,came,6,5,16,11,4,2,1,10,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,0
105,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
106,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
107,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
108,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
109,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
110,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
111,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
112,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
113,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
114,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
115,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
116,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
117,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
118,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
119,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
120,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
121,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
122,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
123,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
124,7.0,20,born,4,3,11,8,2,8,1,7,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,nsubjpass,compound-pobj,NNP,NNP-NNP,3,0
125,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
126,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
127,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
128,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
129,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
130,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
131,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
132,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
133,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
134,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
135,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
136,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
137,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
138,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
139,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
140,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
141,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
142,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
143,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
144,8.0,27,includes,2,22,25,3,21,1,-20,23,Agassi,Las Vegas,,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,3,0
145,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
146,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
147,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
148,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
149,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
150,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
151,9.0,20,born,3,1,8,7,0,11,2,5,Franz Kafka,Prague,-,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,0
