,sent_index,sentence_length,root_word,root_index,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,label
14,3675.0,49,said,37,47,39,-8,46,9,-10,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
15,5563.0,29,said,17,23,19,-4,22,9,-6,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-poss,compound-nsubj,NNP-NNP,NNP-NNP,2,1
16,8677.0,45,said,22,32,24,-8,31,20,-10,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
17,8852.0,29,said,14,23,16,-7,22,12,-9,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
18,9541.0,41,said,21,9,1,-8,8,39,12,-20,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,3,1
19,10782.0,33,said,15,25,17,-8,24,15,-10,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
20,12927.0,36,said,19,29,21,-8,28,14,-10,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
21,13312.0,44,said,14,24,16,-8,23,27,-10,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
22,13723.0,42,is,2,40,32,-8,39,9,-38,30,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
23,13814.0,35,says,16,9,1,-8,8,33,7,-15,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,3,1
24,14671.0,29,says,11,21,13,-8,20,15,-10,2,Corporate Library,Paul Hodgson,ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-nsubj,NNP-NNP,NNP-NNP,5,1
25,24.0,42,said,32,18,34,16,17,7,14,2,ALICO,Fumiyasu Sato,ORGANIZATION,PERSON-PERSON,PROPN,PROPN-PROPN,compound,compound-nsubj,NNP,NNP-NNP,5,1
26,25.0,35,says,11,13,13,0,12,21,-2,2,Heloise,Heloise,PERSON,PERSON,PROPN,PROPN,nsubj,dobj,NNP,NNP,0,1
27,4001.0,35,says,11,13,13,0,12,21,-2,2,Heloise,Heloise,PERSON,PERSON,PROPN,PROPN,dobj,nsubj,NNP,NNP,0,1
28,37.0,27,described,1,4,3,-1,3,23,-3,2,George Sodini,48-year-old,PERSON-PERSON,NUMBER,PROPN-PROPN,PROPN,compound-dobj,dobj,NNP-NNP,NNP,1,1
29,595.0,30,says,7,14,11,-3,13,18,-7,4,George Sodini,48-year-old,PERSON-PERSON,NUMBER,PROPN-PROPN,NUM,compound-appos,amod,NNP-NNP,CD,2,1
30,5912.0,38,described,1,4,3,-1,3,34,-3,2,George Sodini,48-year-old,PERSON-PERSON,DURATION,PROPN-PROPN,PROPN,compound-dobj,dobj,NNP-NNP,NNP,1,1
31,14317.0,37,know,10,6,4,-2,5,32,4,-6,George Sodini,48-year-old,PERSON-PERSON,DURATION,PROPN-PROPN,NUM,compound-appos,amod,NNP-NNP,CD,3,1
32,14408.0,20,filed,8,18,17,-1,17,2,-10,9,George Sodini,48-year-old,PERSON-PERSON,NUMBER,PROPN-PROPN,PROPN,compound-pobj,amod,NNP-NNP,NNP,1,1
33,39.0,38,forced,23,21,18,-3,20,19,2,-5,Gross,US,PERSON,COUNTRY,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,2,1
34,11052.0,41,said,39,9,1,-8,8,39,30,-38,Gross,US,PERSON,COUNTRY,PROPN,PROPN,dobj,compound,NNP,NNP,2,1
35,44.0,38,DENVER,0,35,13,-22,34,24,-35,13,National Urban League,Vernon Jordan,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,11,1
36,45.0,33,said,13,15,20,5,14,12,-2,7,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,2,1
37,3849.0,31,said,11,13,18,5,12,12,-2,7,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,3,1
38,7589.0,46,told,22,1,4,3,0,41,21,-18,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,2,1
39,9028.0,50,told,22,1,4,3,0,45,21,-18,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,2,1
40,11277.0,40,said,28,30,33,3,29,6,-2,5,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,2,1
41,13207.0,32,said,12,14,19,5,13,12,-2,7,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,3,1
42,14638.0,41,is,5,18,17,-1,17,23,-13,12,Adela Dworin,president,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
43,51.0,24,said,13,21,15,-6,20,8,-8,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
44,491.0,32,said,6,1,5,4,0,26,5,-1,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-compound,compound-nsubj,NNP-NNP-NNP,NNP-NNP,3,1
45,2526.0,45,plans,5,3,32,29,2,12,2,27,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-compound,compound-conj,NNP-NNP-NNP,NNP-NNP,8,1
46,3021.0,19,called,11,8,1,-7,7,17,3,-10,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,4,1
47,4543.0,31,Johnson,2,28,22,-6,27,8,-26,20,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,3,1
48,5109.0,36,said,30,27,21,-6,26,14,3,-9,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
49,6080.0,41,said,25,1,5,4,0,35,24,-20,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-compound,compound-nsubj,NNP-NNP-NNP,NNP-NNP,3,1
50,6646.0,43,agreed,6,1,5,4,0,37,5,-1,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-compound,compound-nsubj,NNP-NNP-NNP,NNP-NNP,3,1
51,7321.0,31,said,17,7,1,-6,6,29,10,-16,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,4,1
52,7397.0,36,said,23,33,25,-8,32,10,-10,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
53,11488.0,43,said,24,32,26,-6,31,16,-8,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
54,12073.0,26,says,15,23,17,-6,22,8,-8,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
55,12311.0,34,said,21,31,23,-8,30,10,-10,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
56,13392.0,29,said,16,26,18,-8,25,10,-10,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
57,13394.0,34,said,21,31,23,-8,30,10,-10,2,National Urban League,Marc Morial,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON-PERSON,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-nsubj,NNP-NNP-NNP,NNP-NNP,5,1
58,58.0,36,include,1,3,11,8,2,24,-2,10,his,Jeff,PERSON,PERSON,DET,PROPN,poss,conj,PRP$,NNP,3,1
59,9815.0,36,include,1,3,11,8,2,24,-2,10,his,Jeff,PERSON,PERSON,DET,PROPN,poss,conj,PRP$,NNP,3,1
60,82.0,42,said,10,8,1,-7,7,40,2,-9,Youssoufou Bamba,Ivory Coast,PERSON-PERSON,COUNTRY-COUNTRY,PROPN-PROPN,PROPN-PROPN,compound-appos,compound-poss,NNP-NNP,NNP-NNP,2,1
61,1014.0,48,said,16,14,7,-7,13,40,2,-9,Youssoufou Bamba,Ivory Coast,PERSON-PERSON,COUNTRY-COUNTRY,PROPN-PROPN,PROPN-PROPN,compound-appos,compound-poss,NNP-NNP,NNP-NNP,2,1
62,6212.0,42,said,10,8,1,-7,7,40,2,-9,Youssoufou Bamba,Ivory Coast,PERSON-PERSON,COUNTRY-COUNTRY,PROPN-PROPN,PROPN-PROPN,compound-appos,compound-poss,NNP-NNP,NNP-NNP,2,1
63,10861.0,38,grave,2,17,9,-8,16,28,-15,7,Youssoufou Bamba,Ivory Coast,PERSON-PERSON,COUNTRY-COUNTRY,PROPN-PROPN,PROPN-PROPN,compound-appos,compound-compound,NNP-NNP,NNP-NNP,2,1
64,84.0,19,murdered,15,1,12,11,0,6,14,-3,Anna Mae Pictou Aquash,Canada,PERSON-PERSON-PERSON-PERSON,COUNTRY,PROPN-PROPN-PROPN-PROPN,PROPN,compound-compound-compound-nsubjpass,pobj,NNP-NNP-NNP-NNP,NNP,3,1
65,87.0,31,includes,4,1,21,20,0,9,3,17,PDA,Thom Hartmann,ORGANIZATION,PERSON-PERSON,PROPN,PROPN-PROPN,poss,compound-conj,NNP,NNP-NNP,9,1
66,90.0,4,was,1,1,3,2,0,0,0,2,She,61,PERSON,NUMBER,PRON,NUM,nsubj,attr,PRP,CD,1,1
67,95.0,44,said,5,19,35,16,18,8,-14,30,he,Patrick,PERSON,PERSON,PRON,PROPN,nsubj,appos,PRP,NNP,5,1
68,98.0,10,dead,7,6,5,-1,5,4,1,-2,Andrew Lange,physicist,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
69,8624.0,10,dead,7,6,5,-1,5,4,1,-2,Andrew Lange,physicist,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
70,9395.0,27,said,25,5,4,-1,4,22,20,-21,Andrew Lange,physicist,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
71,9795.0,28,says,5,8,7,-1,7,20,-3,2,Andrew Lange,physicist,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
72,103.0,20,4GL,0,12,7,-5,11,12,-12,7,ADF,Oracle Application Developer Framework,ORGANIZATION,ORGANIZATION-ORGANIZATION-ORGANIZATION-ORGANIZATION,PROPN,PROPN-PROPN-PROPN-PROPN,compound,compound-compound-compound-ROOT,NNP,NNP-NNP-NNP-NNP,3,1
73,109.0,33,kidnapped,5,1,3,2,0,29,4,-2,Vagni,62,PERSON,NUMBER,PROPN,NUM,nsubjpass,appos,NNP,CD,3,1
74,10879.0,45,kidnapped,5,1,3,2,0,41,4,-2,Vagni,62,PERSON,NUMBER,PROPN,NUM,nsubjpass,appos,NNP,CD,3,1
75,110.0,41,said,14,4,3,-1,3,37,10,-11,Sarah Kunstler,attorney,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-conj,compound,NNP-NNP,NN,1,1
76,3819.0,27,says,15,17,26,9,16,0,-2,11,Sarah Kunstler,attorney,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,attr,NNP-NNP,NN,3,1
77,4446.0,24,said,12,14,20,6,13,3,-2,8,Sarah Kunstler,attorney,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,appos,NNP-NNP,NN,2,1
78,113.0,53,Listen,0,26,34,8,25,18,-26,34,Nir Rosen,author,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,conj,NNP-NNP,NN,7,1
79,3197.0,27,Rosen,1,1,8,7,0,18,0,7,Nir Rosen,author,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-ROOT,conj,NNP-NNP,NN,3,1
80,4068.0,32,is,2,1,13,12,0,18,1,11,Nir Rosen,author,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,conj,NNP-NNP,NN,4,1
81,6414.0,29,GOODMAN,1,4,12,8,3,16,-3,11,Nir Rosen,author,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,conj,NNP-NNP,NN,4,1
82,114.0,37,reported,33,15,29,14,14,7,18,-4,he,rape,PERSON,CRIMINAL_CHARGE,PRON,NOUN,nsubj,pobj,PRP,NN,4,1
83,4200.0,29,justify,27,25,15,-10,24,13,2,-12,he,rape,PERSON,CRIMINAL_CHARGE,PRON,NOUN,nsubj,conj,PRP,NN,7,1
84,115.0,26,hung,9,9,25,16,8,0,0,16,she,Honolulu,PERSON,CITY,PRON,PROPN,nsubj,pobj,PRP,NNP,2,1
85,116.0,22,mocking,12,8,10,2,7,11,4,-2,Countrywide,Angelo Mozilo,ORGANIZATION,PERSON-PERSON,PROPN,PROPN-PROPN,compound,compound-nsubj,NNP,NNP-NNP,1,1
86,12054.0,32,reported,30,8,14,6,7,17,22,-16,Countrywide,Angelo Mozilo,ORGANIZATION,PERSON-PERSON,PROPN,PROPN-PROPN,nsubj,compound-appos,NNP,NNP-NNP,2,1
87,117.0,29,charged,11,1,9,8,0,19,10,-2,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,2,1
88,6265.0,30,told,1,12,23,11,11,6,-11,22,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,pobj,pobj,NNP,NNP,6,1
89,6882.0,19,charged,11,1,9,8,0,9,10,-2,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,2,1
90,7610.0,39,took,1,13,21,8,12,17,-12,20,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,pobj,pobj,NNP,NNP,3,1
91,8344.0,39,charged,21,11,19,8,10,19,10,-2,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,dobj,pobj,NNP,NNP,6,1
92,9098.0,27,said,25,12,20,8,11,6,13,-5,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,dobj,pobj,NNP,NNP,3,1
93,9994.0,30,told,1,12,23,11,11,6,-11,22,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,nsubj,pobj,NNP,NNP,6,1
94,11415.0,30,told,1,12,23,11,11,6,-11,22,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,nsubj,pobj,NNP,NNP,6,1
95,12904.0,30,told,1,12,23,11,11,6,-11,22,Graham,Canada,PERSON,COUNTRY,PROPN,PROPN,pobj,pobj,NNP,NNP,6,1
96,119.0,41,is,5,18,12,-6,17,28,-13,7,Adela Dworin,Cuba,PERSON-PERSON,COUNTRY,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,4,1
97,3307.0,40,said,28,30,39,9,29,0,-2,11,Adela Dworin,Cuba,PERSON-PERSON,COUNTRY,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,6,1
98,14933.0,55,Posted,1,32,26,-6,31,28,-31,25,Adela Dworin,Cuba,PERSON-PERSON,COUNTRY,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,3,1
99,120.0,22,did,1,11,6,-5,10,15,-10,5,Thai Petrochemical Industry,Prachai,ORGANIZATION-ORGANIZATION-ORGANIZATION,PERSON,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,pobj,NNP-NNP-NNP,NNP,5,1
100,125.0,27,said,24,4,3,-1,3,23,20,-21,lawmaker,Pakistani,PERSON,NATIONALITY,NOUN,ADJ,nsubjpass,amod,NN,JJ,2,1
101,126.0,36,said,1,18,27,9,17,8,-17,26,ALICO,United States,ORGANIZATION,COUNTRY-COUNTRY,PROPN,PROPN-PROPN,appos,compound-pobj,NNP,NNP-NNP,6,1
102,129.0,32,questioned,15,1,11,10,0,20,14,-4,Michael Lomax,United Negro College Fund,PERSON-PERSON,ORGANIZATION-ORGANIZATION-ORGANIZATION-ORGANIZATION,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-nsubj,compound-compound-compound-pobj,NNP-NNP,NNP-NNP-NNP-NNP,4,1
103,376.0,53,Work,5,35,41,6,34,11,-30,36,Michael Lomax,United Negro College Fund,PERSON-PERSON,ORGANIZATION-ORGANIZATION-ORGANIZATION-ORGANIZATION,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-pobj,compound-compound-compound-pobj,NNP-NNP,NNP-NNP-NNP-NNP,3,1
104,4015.0,35,said,19,21,27,6,20,7,-2,8,Michael Lomax,United Negro College Fund,PERSON-PERSON,ORGANIZATION-ORGANIZATION-ORGANIZATION-ORGANIZATION,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-nsubj,compound-compound-compound-pobj,NNP-NNP,NNP-NNP-NNP-NNP,5,1
105,5822.0,26,came,5,8,14,6,7,11,-3,9,Michael Lomax,United Negro College Fund,PERSON-PERSON,ORGANIZATION-ORGANIZATION-ORGANIZATION-ORGANIZATION,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-pobj,compound-compound-compound-pobj,NNP-NNP,NNP-NNP-NNP-NNP,4,1
106,14803.0,45,are,6,17,23,6,16,21,-11,17,Michael Lomax,United Negro College Fund,PERSON-PERSON,ORGANIZATION-ORGANIZATION-ORGANIZATION-ORGANIZATION,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-conj,compound-compound-compound-pobj,NNP-NNP,NNP-NNP-NNP-NNP,4,1
107,130.0,41,said,14,4,1,-3,3,39,10,-13,Sarah Kunstler,Filmmaker,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-conj,nsubj,NNP-NNP,NN,2,1
108,132.0,42,said,10,8,6,-2,7,35,2,-4,Youssoufou Bamba,ambassador,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-appos,nsubj,NNP-NNP,NN,2,1
109,851.0,31,gave,12,11,10,-1,10,20,1,-2,Youssoufou Bamba,ambassador,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-appos,nsubj,NNP-NNP,NN,1,1
110,3609.0,42,said,10,8,6,-2,7,35,2,-4,Youssoufou Bamba,ambassador,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-appos,nsubj,NNP-NNP,NN,2,1
111,9076.0,41,turned,9,7,6,-1,6,34,2,-3,Youssoufou Bamba,ambassador,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
112,9134.0,48,said,16,14,12,-2,13,35,2,-4,Youssoufou Bamba,ambassador,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-appos,nsubj,NNP-NNP,NN,2,1
113,13747.0,24,gave,9,7,6,-1,6,17,2,-3,Youssoufou Bamba,ambassador,PERSON-PERSON,TITLE,PROPN-PROPN,NOUN,compound-nsubj,compound,NNP-NNP,NN,1,1
114,146.0,35,used,13,15,34,19,14,0,-2,21,Scrapblog,England,PERSON,COUNTRY,PROPN,PROPN,dobj,pobj,NNP,NNP,7,1
115,147.0,32,comes,2,12,18,6,11,13,-10,16,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-appos,pobj,NNP-NNP,NN,2,1
116,1164.0,46,accused,16,1,22,21,0,23,15,6,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-nsubjpass,conj,NNP-NNP,NN,6,1
117,2130.0,44,rejected,7,12,34,22,11,9,-5,27,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-pobj,conj,NNP-NNP,NN,5,1
118,2612.0,48,accused,17,1,20,19,0,27,16,3,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-nsubjpass,pobj,NNP-NNP,NN,2,1
119,3242.0,28,executed,4,6,20,14,5,7,-2,16,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-dobj,pobj,NNP-NNP,NN,4,1
120,3478.0,43,convicted,14,9,33,24,8,9,5,19,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-pobj,conj,NNP-NNP,NN,6,1
121,5293.0,40,convicted,19,1,29,28,0,10,18,10,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-nsubjpass,conj,NNP-NNP,NN,7,1
122,11254.0,45,sentences,1,15,38,23,14,6,-14,37,Wen Qiang,rape,PERSON-PERSON,CRIMINAL_CHARGE,PROPN-PROPN,NOUN,compound-pobj,pobj,NNP-NNP,NN,6,1
123,153.0,28,survived,3,1,22,21,0,5,2,19,He,Adam Lange,PERSON,PERSON-PERSON,PRON,PROPN-PROPN,nsubjpass,compound-appos,PRP,NNP-NNP,5,1
