,sent_index,sentence_length,root_word,root_index,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,label
2,3.0,39,crashed,19,29,31,2,28,7,-10,12,Minsk,Belarus,LOC,LOC,PROPN,PROPN,pobj,appos,NNP,NNP,6,1
0,0.0,16,was,11,1,4,3,0,11,10,-7,Fanny Navarro,1 June 1920,PER-PER,TIME-TIME-TIME,PROPN-PROPN,NUM-PROPN-NUM,compound-nsubj,nummod-appos-nummod,NNP-NNP,CD-NNP-CD,1,1
1,0.0,16,was,11,1,8,7,0,7,10,-3,Fanny Navarro,18 March 1971,PER-PER,TIME-TIME-TIME,PROPN-PROPN,NUM-PROPN-NUM,compound-nsubj,nummod-appos-nummod,NNP-NNP,CD-NNP-CD,2,1
2,0.0,16,was,11,1,14,13,0,1,10,3,Fanny Navarro,Argentine,PER-PER,LOC,PROPN-PROPN,ADJ,compound-nsubj,amod,NNP-NNP,JJ,2,1
3,1.0,69,ángeles,39,39,45,6,38,23,0,6,Dos ángeles y un pecador,1945,MISC-MISC-MISC-MISC-MISC,TIME,PROPN-NOUN-NOUN-INTJ-NOUN,NUM,nsubj-ROOT-det-compound-dobj,appos,NNP-NNS-NN-UH-NN,CD,2,1
4,1.0,69,ángeles,39,48,50,2,47,18,-9,11,Marihuana,1950,MISC,TIME,PROPN,NUM,appos,appos,NNP,CD,2,1
5,1.0,69,ángeles,39,53,55,2,52,13,-14,16,Deshonra,1952,MISC,TIME,PROPN,NUM,appos,appos,NNP,CD,2,1
6,1.0,69,ángeles,39,58,61,3,57,7,-19,22,Marta Ferrari,1956,MISC-MISC,TIME,PROPN-PROPN,NUM,compound-appos,appos,NNP-NNP,CD,1,1
7,1.0,69,ángeles,39,64,67,3,63,1,-25,28,La Calesita,1969,MISC-MISC,TIME,PROPN-PROPN,NUM,compound-conj,appos,NNP-NNP,CD,1,1
8,1.0,69,ángeles,39,6,9,3,5,59,33,-30,Melodías porteñas,1937,MISC-MISC,TIME,PROPN-NOUN,NUM,compound-dobj,appos,NNP-NN,CD,1,1
0,0.0,47,signed,15,33,43,10,32,3,-18,28,State of Lithuania,Vilnius,LOC-LOC-LOC,LOC,PROPN-ADP-PROPN,PROPN,pobj-prep-pobj,pobj,NNP-IN-NNP,NNP,5,1
1,10.0,18,became,14,11,2,-9,10,15,3,-12,Wars of Independence,Lithuania,MISC-MISC-MISC,LOC,PROPN-ADP-PROPN,PROPN,dobj-prep-pobj,nsubj,NNPS-IN-NNP,NNP,4,1
2,15.0,19,found,9,18,16,-2,17,2,-9,7,Germany,Berlin,LOC,LOC,PROPN,PROPN,appos,pobj,NNP,NNP,6,1
0,0.0,24,is,8,1,5,4,0,18,7,-3,Christopher Austin,14 November 1968,PER-PER,TIME-TIME-TIME,PROPN-PROPN,NUM-PROPN-NUM,compound-nsubj,nummod-npadvmod-nummod,NNP-NNP,CD-NNP-CD,2,1
1,0.0,24,is,8,1,11,10,0,12,7,3,Christopher Austin,British,PER-PER,LOC,PROPN-PROPN,ADJ,compound-nsubj,amod,NNP-NNP,JJ,2,1
2,8.0,17,teaches,1,1,10,9,0,6,0,9,Austin,Royal Academy of Music,PER,ORG-ORG-ORG-ORG,NOUN,PROPN-PROPN-ADP-PROPN,nsubj,compound-pobj-prep-pobj,NN,NNP-NNP-IN-NNP,3,1
3,8.0,17,teaches,1,10,16,6,9,0,-9,15,Royal Academy of Music,London,ORG-ORG-ORG-ORG,LOC,PROPN-PROPN-ADP-PROPN,PROPN,compound-pobj-prep-pobj,pobj,NNP-NNP-IN-NNP,NNP,4,1
0,7.0,16,is,2,13,9,-4,12,6,-11,7,Tripoli,Lebanon,LOC,LOC,PROPN,PROPN,conj,pobj,NNP,NNP,3,1
1,7.0,16,is,2,15,9,-6,14,6,-13,7,Sidon,Lebanon,LOC,LOC,PROPN,PROPN,conj,pobj,NNP,NNP,3,1
0,0.0,30,is,12,2,10,8,1,19,10,-2,Iberian worm lizard,Blanus,MISC-MISC-MISC,LOC,ADJ-NOUN-NOUN,PROPN,amod-compound-nsubj,compound,JJ-NN-NN,NNP,3,1
1,0.0,30,is,12,2,21,19,1,8,10,9,Iberian worm lizard,Blanidae,MISC-MISC-MISC,LOC,ADJ-NOUN-NOUN,PROPN,amod-compound-nsubj,appos,JJ-NN-NN,NNP,5,1
2,0.0,30,is,12,10,21,11,9,8,2,9,Blanus,Blanidae,LOC,LOC,PROPN,PROPN,compound,appos,NNP,NNP,6,1
3,0.0,30,is,12,10,29,19,9,0,2,17,Blanus,Amphisbaenia,LOC,MISC,PROPN,PROPN,compound,appos,NNP,NNP,4,1
4,0.0,30,is,12,21,29,8,20,0,-9,17,Blanidae,Amphisbaenia,LOC,MISC,PROPN,PROPN,appos,appos,NNP,NNP,4,1
0,4.0,44,became,28,18,40,22,17,3,10,12,Ivan Fomin,Soviet,PER-PER,LOC,PROPN-PROPN,ADJ,compound-pobj,amod,NNP-NNP,JJ,6,1
1,4.0,44,became,28,21,40,19,20,3,7,12,Vladimir Shchuko,Soviet,PER-PER,LOC,PROPN-PROPN,ADJ,compound-conj,amod,NNP-NNP,JJ,7,1
2,4.0,44,became,28,18,40,22,17,3,10,12,Ivan Zholtovsky,Soviet,PER-PER,LOC,PROPN-PROPN,ADJ,compound-appos,amod,NNP-NNP,JJ,6,1
0,0.0,31,was,11,1,4,3,0,26,10,-7,Bertel Thorvaldsen,19 November 1770,PER-PER,TIME-TIME-TIME,PROPN-PROPN,NUM-PROPN-NUM,compound-compound,nummod-npadvmod-nummod,NNP-NNP,CD-NNP-CD,2,1
1,0.0,31,was,11,1,8,7,0,22,10,-3,Bertel Thorvaldsen,24 March 1844,PER-PER,TIME-TIME-TIME,PROPN-PROPN,NUM-PROPN-NUM,compound-compound,nummod-appos-nummod,NNP-NNP,CD-NNP-CD,2,1
2,0.0,31,was,11,1,14,13,0,16,10,3,Bertel Thorvaldsen,Danish,PER-PER,LOC,PROPN-PROPN,ADJ,compound-compound,amod,NNP-NNP,JJ,3,1
3,1.0,32,born,2,1,5,4,0,26,1,3,Thorvaldsen,Copenhagen,PER,LOC,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,2,1
4,1.0,32,born,2,1,21,20,0,10,1,19,Thorvaldsen,Royal Danish Academy of Art,PER,ORG-ORG-ORG-ORG-ORG,PROPN,PROPN-PROPN-PROPN-ADP-NOUN,nsubjpass,compound-compound-pobj-prep-pobj,NNP,NNP-NNP-NNP-IN-NN,5,1
5,4.0,13,made,4,4,2,-2,3,10,0,-2,Thorvaldsen,Rome,PER,LOC,PROPN,PROPN,nsubj,pobj,NNP,NNP,1,1
0,0.0,18,is,1,1,16,15,0,1,0,15,Queequeg,Herman Melville,PER,PER-PER,PROPN,PROPN-PROPN,nsubj,compound-pobj,NNP,NNP-NNP,6,1
0,4.0,29,is,3,16,13,-3,15,15,-13,10,Amman,Jordan,LOC,LOC,PROPN,PROPN,appos,poss,NNP,NNP,5,1
1,4.0,29,is,3,28,26,-2,27,2,-25,23,Baghdad,Iraqi,LOC,LOC,PROPN,ADJ,appos,amod,NNP,JJ,4,1
0,6.0,18,was,9,12,16,4,11,1,-3,7,Battle of Kazan,July 1774,MISC-MISC-MISC,TIME-TIME,PROPN-ADP-PROPN,PROPN-NUM,attr-prep-pobj,pobj-nummod,NNP-IN-NNP,NNP-CD,4,1
1,9.0,13,captured,2,1,9,8,0,3,1,7,Pugachev,Moscow,PER,LOC,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,3,1
2,9.0,13,captured,2,1,11,10,0,1,1,9,Pugachev,January 1775,PER,TIME-TIME,PROPN,PROPN-NUM,nsubjpass,pobj-nummod,NNP,NNP-CD,5,1
0,0.0,33,is,1,1,12,11,0,20,0,11,Nimbin,Australian,LOC,LOC,PROPN,ADJ,nsubj,amod,NNP,JJ,5,1
1,5.0,28,become,2,1,7,6,0,20,1,5,Nimbin,Australian,LOC,LOC,PROPN,ADJ,nsubj,amod,NNP,JJ,5,1
2,0.0,33,is,1,1,15,14,0,17,0,14,Nimbin,New South Wales,LOC,LOC-LOC-LOC,PROPN,PROPN-PROPN-PROPN,nsubj,compound-compound-pobj,NNP,NNP-NNP-NNP,8,1
3,0.0,33,is,1,7,12,5,6,20,-6,11,Northern Rivers,Australian,LOC-LOC,LOC,PROPN-PROPN,ADJ,compound-compound,amod,NNP-NNPS,JJ,3,1
4,0.0,33,is,1,7,15,8,6,17,-6,14,Northern Rivers,New South Wales,LOC-LOC,LOC-LOC-LOC,PROPN-PROPN,PROPN-PROPN-PROPN,compound-compound,compound-compound-pobj,NNP-NNPS,NNP-NNP-NNP,6,1
5,0.0,33,is,1,12,15,3,11,17,-11,14,Australian,New South Wales,LOC,LOC-LOC-LOC,ADJ,PROPN-PROPN-PROPN,amod,compound-compound-pobj,JJ,NNP-NNP-NNP,3,1
0,0.0,10,is,1,1,6,5,0,3,0,5,Hemnes,Nordland county,LOC,LOC-LOC,PROPN,PROPN-NOUN,nsubj,compound-pobj,NNP,NNP-NN,3,1
1,0.0,10,is,1,6,9,3,5,0,-5,8,Nordland county,Norway,LOC-LOC,LOC,PROPN-NOUN,PROPN,compound-pobj,appos,NNP-NN,NNP,4,1
0,1.0,41,is,1,6,23,17,5,17,-5,22,The Apprentice,Donald Trump,MISC-MISC,PER-PER,DET-PROPN,PROPN-PROPN,det-compound,compound-ROOT,DT-NNP,NNP-NNP,-1,1
1,1.0,41,is,1,20,23,3,19,17,-19,22,U.S.,Donald Trump,LOC,PER-PER,PROPN,PROPN-PROPN,compound,compound-ROOT,NNP,NNP-NNP,-1,1
2,1.0,41,is,1,34,36,2,33,4,-33,35,California,Arnold Schwarzenegger,LOC,PER-PER,PROPN,PROPN-PROPN,compound,compound-conj,NNP,NNP-NNP,1,1
3,2.0,20,said,11,7,10,3,6,9,4,-1,NBC Entertainment,Bob Greenblatt,ORG-ORG,PER-PER,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-nsubj,NNP-NNP,NNP-NNP,2,1
4,3.0,22,is,10,13,20,7,12,1,-3,10,For the Love of Money,The O'Jays,MISC-MISC-MISC-MISC-MISC,PER-PER,ADP-DET-NOUN-ADP-NOUN,DET-PROPN,prep-det-pobj-prep-pobj,det-pobj,IN-DT-NN-IN-NN,DT-NNP,5,1
0,0.0,32,is,13,1,6,5,0,25,12,-7,Oakdale,Washington County,LOC,LOC-LOC,PROPN,PROPN-PROPN,nsubj,compound-pobj,NNP,NNP-NNP,3,1
1,0.0,32,is,13,6,9,3,5,22,7,-4,Washington County,Minnesota,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-pobj,conj,NNP-NNP,NNP,2,1
0,0.0,19,is,5,2,16,14,1,2,3,11,Caniapiscau River,Quebec,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-nsubj,conj,NNP-NNP,NNP,6,1
1,0.0,19,is,5,2,18,16,1,0,3,13,Caniapiscau River,Canada,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-nsubj,appos,NNP-NNP,NNP,2,1
2,0.0,19,is,5,11,16,5,10,2,-6,11,Koksoak River,Quebec,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-pobj,conj,NNP-NNP,NNP,6,1
3,0.0,19,is,5,11,18,7,10,0,-6,13,Koksoak River,Canada,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-pobj,appos,NNP-NNP,NNP,4,1
4,0.0,19,is,5,14,16,2,13,2,-9,11,Nunavik,Quebec,LOC,LOC,PROPN,PROPN,pobj,conj,NNP,NNP,3,1
5,0.0,19,is,5,14,18,4,13,0,-9,13,Nunavik,Canada,LOC,LOC,PROPN,PROPN,pobj,appos,NNP,NNP,5,1
6,0.0,19,is,5,16,18,2,15,0,-11,13,Quebec,Canada,LOC,LOC,PROPN,PROPN,conj,appos,NNP,NNP,6,1
7,6.0,27,drain,17,5,21,16,4,5,12,4,Caniapiscau River,La Grande River,LOC-LOC,LOC-LOC-LOC,PROPN-PROPN,PROPN-PROPN-PROPN,compound-pobj,compound-compound-pobj,NNP-NNP,NNP-NNP-NNP,6,1
8,6.0,27,drain,17,21,25,4,20,1,-4,8,La Grande River,James Bay,LOC-LOC-LOC,LOC-LOC,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-pobj,NNP-NNP-NNP,NNP-NNP,3,1
0,0.0,23,took,15,2,9,7,1,13,13,-6,first inauguration of Ulysses S. Grant,the United States,MISC-MISC-MISC-MISC-MISC-MISC,LOC-LOC-LOC,ADJ-NOUN-ADP-PROPN-PROPN-PROPN,DET-PROPN-PROPN,amod-nsubj-prep-compound-compound-pobj,det-compound-pobj,JJ-NN-IN-NNP-NNP-NNP,DT-NNP-NNP,3,1
0,6.0,32,was,2,21,9,-12,20,22,-19,7,Dutch Top 40,Netherlands,MISC-MISC-MISC,LOC,PROPN-PROPN-NUM,PROPN,compound-pobj-nummod,pobj,NNP-NNP-CD,NNP,7,1
0,0.0,31,is,8,15,24,9,14,6,-7,16,Shathashrunga,Indian,LOC,LOC,PROPN,ADJ,compound,amod,NNP,JJ,7,1
1,0.0,31,is,8,24,27,3,23,3,-16,19,Indian,Karnataka,LOC,LOC,ADJ,PROPN,amod,pobj,JJ,NNP,3,1
0,0.0,24,Cecere,1,1,5,4,0,18,0,4,Gaetano Cecere,"November 26 , 1894",PER-PER,TIME-TIME-TIME-TIME,PROPN-PROPN,PROPN-NUM-PUNCT-NUM,compound-ROOT,appos-nummod-punct-nummod,NNP-NNP,"NNP-CD-,-CD",2,1
1,0.0,24,Cecere,1,1,10,9,0,13,0,9,Gaetano Cecere,1985,PER-PER,TIME,PROPN-PROPN,NUM,compound-ROOT,nummod,NNP-NNP,CD,1,1
2,0.0,24,Cecere,1,1,12,11,0,11,0,11,Gaetano Cecere,American,PER-PER,LOC,PROPN-PROPN,ADJ,compound-ROOT,amod,NNP-NNP,JJ,-1,1
0,2.0,32,purchased,1,1,17,16,0,14,0,16,Allaire Iron Works,New York,ORG-ORG-ORG,LOC-LOC,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-pobj,compound-pobj,NNP-NNP-NNP,NNP-NNP,5,1
0,0.0,35,is,2,1,28,27,0,6,1,26,Bare Island,New South Wales,LOC-LOC,LOC-LOC-LOC,PROPN-PROPN,PROPN-PROPN-PROPN,compound-nsubj,compound-compound-pobj,NNP-NNP,NNP-NNP-NNP,9,1
1,0.0,35,is,2,1,34,33,0,0,1,32,Bare Island,Australia,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,2,1
2,0.0,35,is,2,14,28,14,13,6,-12,26,Sydney,New South Wales,LOC,LOC-LOC-LOC,PROPN,PROPN-PROPN-PROPN,pobj,compound-compound-pobj,NNP,NNP-NNP-NNP,8,1
3,0.0,35,is,2,14,34,20,13,0,-12,32,Sydney,Australia,LOC,LOC,PROPN,PROPN,pobj,pobj,NNP,NNP,3,1
4,0.0,35,is,2,18,28,10,17,6,-16,26,City of Randwick,New South Wales,LOC-LOC-LOC,LOC-LOC-LOC,PROPN-ADP-PROPN,PROPN-PROPN-PROPN,pobj-prep-nmod,compound-compound-pobj,NNP-IN-NNP,NNP-NNP-NNP,8,1
5,0.0,35,is,2,18,34,16,17,0,-16,32,City of Randwick,Australia,LOC-LOC-LOC,LOC,PROPN-ADP-PROPN,PROPN,pobj-prep-nmod,pobj,NNP-IN-NNP,NNP,5,1
6,0.0,35,is,2,28,34,6,27,0,-26,32,New South Wales,Australia,LOC-LOC-LOC,LOC,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,pobj,NNP-NNP-NNP,NNP,9,1
0,1.0,18,is,5,2,17,15,1,0,3,12,Ramon Magsaysay Technological University,1910,ORG-ORG-ORG-ORG,TIME,PROPN-PROPN-PROPN-PROPN,NUM,compound-compound-compound-nsubj,pobj,NNP-NNP-NNP-NNP,CD,3,1
1,2.0,18,located,7,11,15,4,10,2,-4,8,Municipality of Iba,Province of Zambales,LOC-LOC-LOC,LOC-LOC-LOC,PROPN-ADP-PROPN,PROPN-ADP-PROPN,pobj-prep-pobj,appos-prep-pobj,NNP-IN-NNP,NNP-IN-NNP,3,1
2,3.0,24,named,3,16,22,6,15,1,-13,19,Republic of the Philippines,Ramon Magsaysay,LOC-LOC-LOC-LOC,PER-PER,PROPN-ADP-DET-PROPN,PROPN-PROPN,pobj-prep-det-pobj,compound-appos,NNP-IN-DT-NNPS,NNP-NNP,8,1
3,5.0,19,Cruz,0,5,18,13,4,0,-5,18,Masinloc,Zambales,LOC,LOC,PROPN,PROPN,conj,pobj,NNP,NNP,4,1
4,5.0,19,Cruz,0,7,18,11,6,0,-7,18,Botolan,Zambales,LOC,LOC,PROPN,PROPN,conj,pobj,NNP,NNP,5,1
5,5.0,19,Cruz,0,9,18,9,8,0,-9,18,San Marcelino,Zambales,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-conj,pobj,NNP-NNP,NNP,5,1
6,5.0,19,Cruz,0,12,18,6,11,0,-12,18,Castillejos,Zambales,LOC,LOC,PROPN,PROPN,npadvmod,pobj,NNP,NNP,8,1
7,5.0,19,Cruz,0,18,3,-15,17,15,-18,3,Zambales,Candelaria,LOC,LOC,PROPN,PROPN,pobj,conj,NNP,NNP,3,1
0,0.0,23,was,14,1,5,4,0,17,13,-9,Bobby Jack Oliver,"January 9 , 1936",PER-PER-PER,TIME-TIME-TIME-TIME,PROPN-PROPN-PROPN,PROPN-NUM-PUNCT-NUM,compound-compound-nsubj,appos-nummod-punct-nummod,NNP-NNP-NNP,"NNP-CD-,-CD",3,1
1,0.0,23,was,14,1,10,9,0,12,13,-4,Bobby Jack Oliver,"December 15 , 2012",PER-PER-PER,TIME-TIME-TIME-TIME,PROPN-PROPN-PROPN,PROPN-NUM-PUNCT-NUM,compound-compound-nsubj,npadvmod-nummod-punct-nummod,NNP-NNP-NNP,"NNP-CD-,-CD",3,1
2,1.0,21,was,6,6,14,8,5,6,0,8,Oliver,Chicago Cardinals,PER,ORG-ORG,PROPN,PROPN-PROPN,nsubj,compound-pobj,NNP,NNP-NNPS,3,1
3,1.0,21,was,6,14,18,4,13,2,-8,12,Chicago Cardinals,1958 NFL Draft,ORG-ORG,MISC-MISC-MISC,PROPN-PROPN,NUM-PROPN-PROPN,compound-pobj,nummod-compound-pobj,NNP-NNPS,CD-NNP-NNP,5,1
4,4.0,33,enjoyed,1,1,24,23,0,8,0,23,Oliver,Jeff Russel Memorial Trophy,PER,MISC-MISC-MISC-MISC,PROPN,PROPN-PROPN-PROPN-PROPN,nsubj,compound-compound-compound-dobj,NNP,NNP-NNP-NNP-NNP,4,1
0,0.0,33,"""",0,2,5,3,1,27,-2,5,My Gift Is You,You Make It Feel Like Christmas,MISC-MISC-MISC-MISC,MISC-MISC-MISC-MISC-MISC-MISC,DET-NOUN-VERB-PRON,PRON-VERB-PRON-VERB-ADP-PROPN,poss-nsubj-ROOT-nsubj,nsubj-ROOT-nsubj-ccomp-prep-pobj,PRP$-NN-VBZ-PRP,PRP-VBP-PRP-VB-IN-NNP,2,1
1,0.0,33,"""",0,5,31,26,4,1,-5,31,You Make It Feel Like Christmas,2017,MISC-MISC-MISC-MISC-MISC-MISC,TIME,PRON-VERB-PRON-VERB-ADP-PROPN,NUM,nsubj-ROOT-nsubj-ccomp-prep-pobj,appos,PRP-VBP-PRP-VB-IN-NNP,CD,8,1
0,0.0,23,is,2,14,13,-1,13,9,-12,11,BBC,the United Kingdom,ORG,LOC-LOC-LOC,PROPN,DET-PROPN-PROPN,pobj,det-compound-pobj,NNP,DT-NNP-NNP,1,1
0,1.0,26,lives,1,15,18,3,14,7,-14,17,United States,Texas,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-pobj,appos,NNP-NNP,NNP,2,1
1,1.0,26,lives,1,15,20,5,14,5,-14,19,United States,New Mexico,LOC-LOC,LOC-LOC,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-conj,NNP-NNP,NNP-NNP,2,1
2,1.0,26,lives,1,15,24,9,14,1,-14,23,United States,Arizona,LOC-LOC,LOC,PROPN-PROPN,PROPN,compound-pobj,conj,NNP-NNP,NNP,1,1
0,0.0,18,is,8,1,5,4,0,12,7,-3,Roland Bruce Harvey,11 December 1945,PER-PER-PER,TIME-TIME-TIME,PROPN-PROPN-PROPN,NUM-PROPN-NUM,compound-compound-nsubj,nummod-appos-nummod,NNP-NNP-NNP,CD-NNP-CD,2,1
1,0.0,18,is,8,1,11,10,0,6,7,3,Roland Bruce Harvey,Australian,PER-PER-PER,LOC,PROPN-PROPN-PROPN,ADJ,compound-compound-nsubj,amod,NNP-NNP-NNP,JJ,4,1
2,7.0,14,born,3,1,6,5,0,7,2,3,Roland Harvey,Melbourne,PER-PER,LOC,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,4,1
3,7.0,14,born,3,6,8,2,5,5,-3,5,Melbourne,Victoria,LOC,LOC,PROPN,PROPN,pobj,conj,NNP,NNP,4,1
