,sent_index,sentence_length,root_word,root_index,entity_1_index,entity_2_index,entity_distance,no_words_before_entity_1,no_words_after_entity_2,entity_1_root_distance,entity_2_root_distance,entity 1 name,entity 2 name,entity_type_1,entity_type_2,entity_pos_1,entity_pos_2,entity_dep_1,entity_dep_2,entity_tag_1,entity_tag_2,shortest_distance,label
14,12.0,58,is,8,18,20,2,17,37,-10,12,University of Georgia College of Agricultural and Environmental Sciences,Georgia,org-org-org-org-org-org-org-org-org,,PROPN-ADP-PROPN-PROPN-ADP-PROPN-CCONJ-PROPN-PROPN,PROPN,pobj-prep-compound-pobj-prep-amod-cc-conj-pobj,compound,NNP-IN-NNP-NNP-IN-NNP-CC-NNP-NNPS,NNP,2,1
15,13.0,36,banned,4,16,26,10,15,9,-12,22,Moscow,Olga Knipper,,per-per,PROPN,PROPN-PROPN,compound,compound-conj,NNP,NNP-NNP,6,1
16,14.0,43,is,12,1,11,10,0,31,11,-1,Sydenham Institute of Management Studies,SIMSREE,----,org,PROPN-PROPN-ADP-PROPN-PROPN,PROPN,compound-nsubj-prep-pobj-nmod,appos,NNP-NNP-IN-NNP-NNPS,NNP,5,1
17,15.0,29,governed,2,1,22,21,0,6,1,20,Ottawa,Jim Watson,,per-per,PROPN,PROPN-PROPN,compound,compound-appos,NNP,NNP-NNP,4,1
18,16.0,42,was,1,15,18,3,14,23,-14,17,Durham Light Infantry,British Army,org-org-org,-,PROPN-PROPN-PROPN,PROPN-PROPN,compound-compound-compound,compound-nsubj,NNP-NNP-NNP,NNP-NNP,2,1
19,17.0,31,made,9,8,9,1,7,21,1,0,Salvador,Raul,,per,PROPN,PROPN,compound,pobj,NNP,NNP,4,1
20,18.0,28,went,2,2,12,10,1,15,0,10,BCC,BCC-500,,org,PROPN,NOUN,nsubj,nsubjpass,NNP,NN,2,1
21,19.0,16,originated,9,1,9,8,0,6,8,0,His,Shady,org,,DET,PROPN,poss,nsubj,PRP$,NNP,4,1
22,21.0,35,established,4,11,15,4,10,19,-7,11,Universiti Pertanian Malaysia,UPM,--,org,PROPN-PROPN-PROPN,PROPN,compound-compound-attr,appos,NNP-NNP-NNP,NNP,2,1
23,22.0,59,headed,33,18,40,22,17,18,15,7,Patiala,Amarinder Singh,,per-per,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,-1,1
24,23.0,48,Site,3,19,24,5,18,23,-16,21,V,where Ho Ch,,per-per-per,PROPN,ADV-PROPN-PROPN,compound,advmod-compound-nmod,NNP,WRB-NNP-NNP,6,1
25,24.0,15,involved,5,1,3,2,0,11,4,-2,University,Turku,org,,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,3,1
26,25.0,20,began,9,15,18,3,14,1,-6,9,EAC,Arusha,org,,PROPN,PROPN,compound,compound,NNP,NNP,2,1
27,26.0,19,represented,6,3,3,0,2,15,3,-3,Bryant Bulldogs,Bryant University,-,org-org,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-dobj,NNP-NNPS,NNP-NNP,0,1
28,2513.0,22,represents,8,4,4,0,3,17,4,-4,Bryant Bulldogs,Bryant University,-,org-org,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-dobj,NNP-NNPS,NNP-NNP,0,1
29,27.0,24,founded,6,9,6,-3,8,17,-3,0,Nashville,Lipscomb University,,org-org,PROPN,PROPN-PROPN,compound,compound-pobj,NNP,NNP-NNP,2,1
30,28.0,26,attended,6,18,25,7,17,0,-12,19,Golden Gate University,California,org-org-org,,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,pobj,NNP-NNP-NNP,NNP,5,1
31,29.0,26,won,7,3,10,7,2,15,4,3,North Carolina State University,NCAA,---,org,PROPN-PROPN-PROPN-PROPN,PROPN,compound-compound-compound-compound,nmod,NNP-NNP-NNP-NNP,NNP,6,1
32,30.0,30,merged,8,12,5,-7,11,24,-4,-3,Tunnel Authority,Triborough Bridge and Tunnel Authority,-,org-org-org-org-org,PROPN-PROPN,PROPN-PROPN-CCONJ-PROPN-PROPN,compound-pobj,nmod-nmod-cc-conj-nsubj,NNP-NNP,NNP-NNP-CC-NNP-NNP,4,1
33,31.0,23,show,3,1,6,5,0,16,2,3,Aberdeen,Cobain,,per,ADJ,PROPN,compound,nsubjpass,JJ,NNP,4,1
34,32.0,68,was,7,18,19,1,17,48,-11,12,Liz Anderson,Anderson,-,per,PROPN-PROPN,PROPN,compound-appos,poss,NNP-NNP,NNP,1,1
35,33.0,19,represented,6,3,3,0,2,15,3,-3,Indiana Hoosiers,Indiana University,org-org,-,PROPN-PROPN,PROPN-PROPN,compound-compound,compound-compound,NNP-NNPS,NNP-NNP,0,1
36,34.0,40,has,14,11,14,3,10,25,3,0,Grand Forks Herald,WDAZ,--,org,PROPN-PROPN-PROPN,PROPN,compound-compound-compound,dobj,NNP-NNP-NNP,NNP,7,1
37,35.0,39,are,2,18,24,6,17,14,-16,22,Ibn Rushd,Averroes,-,per,PROPN-PROPN,PROPN,compound-ROOT,appos,NNP-NNP,NNP,-1,1
38,36.0,45,listed,5,24,34,10,23,10,-19,29,Gilmer,his,,per,PROPN,DET,poss,poss,NNP,PRP$,-1,1
39,37.0,43,celebrated,5,8,12,4,7,30,-3,7,Finlandia University,Michigan,org-org,,PROPN-PROPN,PROPN,compound-pobj,pobj,NNP-NNP,NNP,2,1
40,38.0,31,founded,3,2,16,14,1,14,1,13,university,Friends Pacific Academy,org,--,NOUN,PROPN-PROPN-PROPN,nsubjpass,compound-compound-pobj,NN,NNP-NNP-NNP,7,1
41,39.0,38,represented,6,16,36,20,15,1,-10,30,National Union of General Workers,Zenrokyo,----,org,PROPN-PROPN-ADP-PROPN-PROPN,PROPN,compound-pobj-prep-compound-pobj,ROOT,NNP-NNP-IN-NNP-NNPS,NNP,4,1
42,40.0,22,hosted,2,15,18,3,14,3,-13,16,Ben Affleck,Jennifer Garner,per-per,-,PROPN-PROPN,PROPN-PROPN,compound-conj,compound-conj,NNP-NNP,NNP-NNP,1,1
43,41.0,59,left,0,17,21,4,16,37,-17,21,Normal,Alabama University,,org-org,PROPN,PROPN-PROPN,compound,compound-appos,NNP,NNP-NNP,1,1
44,42.0,19,attended,1,3,8,5,2,10,-2,7,Denison University,Ohio,org-org,,PROPN-PROPN,PROPN,compound-dobj,pobj,NNP-NNP,NNP,2,1
45,43.0,43,represented,7,3,10,7,2,32,4,3,Army Black Knights,United States Military Academy,--,org-org-org-org,PROPN-PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-compound-compound,compound-compound-compound-dobj,NNP-NNP-NNPS,NNP-NNP-NNP-NNP,5,1
46,44.0,31,Chrysalis,1,2,5,3,1,25,-1,4,Chrysalis,Ten Years After,org,--,PROPN,NUM-NOUN-ADP,ROOT,nummod-nsubj-aux,NNP,CD-NNS-IN,-1,1
47,45.0,30,acquired,4,3,7,4,2,22,1,3,LucasVarity,TRW,,org,PROPN,PROPN,nsubjpass,pobj,NNP,NNP,2,1
48,46.0,16,is,6,1,5,4,0,10,5,-1,The Science Academy of South Texas,South Texas Independent School District,-----,org-org-org-org-org,DET-PROPN-PROPN-ADP-PROPN-PROPN,PROPN-PROPN-PROPN-PROPN-PROPN,det-compound-nsubj-prep-compound-pobj,compound-compound-compound-compound-pobj,DT-NNP-NNP-IN-NNP-NNP,NNP-NNP-NNP-NNP-NNP,3,1
49,47.0,13,was,1,5,11,6,4,1,-4,10,Merzbow,ZSF Produkt,,org-org,PROPN,PROPN-PROPN,compound,compound-dobj,NNP,NNP-NNP,3,1
50,48.0,31,announced,7,10,18,8,9,12,-3,11,PLC,Pymble,org,,PROPN,PROPN,compound,amod,NNP,NNP,3,1
51,49.0,27,undergo,5,12,18,6,11,8,-7,13,National Aeronautics,NASA,-,org,PROPN-PROPN,PROPN,nmod-nmod,appos,NNP-NNP,NNP,3,1
52,2094.0,27,is,12,19,25,6,18,1,-7,13,National Aeronautics,NASA,-,per,PROPN-PROPN,PROPN,nmod-nmod,appos,NNP-NNP,NNP,5,1
53,50.0,62,travelled,8,12,29,17,11,32,-4,21,United States,Brian McKnight,-,per-per,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-appos,NNP-NNP,NNP-NNP,11,1
54,51.0,27,sued,14,1,13,12,0,13,13,-1,Viacom,Comedy Central,org,-,PROPN,PROPN-PROPN,nsubj,compound-dobj,NNP,NNP-NNP,4,1
55,1283.0,62,On,0,20,43,23,19,18,-20,43,Viacom,Comedy Central,,per-per,PROPN,PROPN-PROPN,poss,compound-conj,NNP,NNP-NNP,13,1
56,52.0,11,takes,5,1,4,3,0,6,4,-1,China,Jiang Zemin,,per-per,PROPN,PROPN-PROPN,poss,compound-nsubj,NNP,NNP-NNP,4,1
57,53.0,32,is,8,2,15,13,1,16,6,7,2nd Tank Battalion,United States,--,org-org,ADJ-PROPN-PROPN,PROPN-PROPN,compound-compound-nsubj,compound-compound,JJ-NNP-NNP,NNP-NNP,6,1
58,54.0,36,became,31,19,2,-17,18,33,12,-29,Derbyshire,Eckington Junior School,,org-org-org,PROPN,PROPN-PROPN-PROPN,poss,compound-compound-attr,NNP,NNP-NNP-NNP,5,1
59,55.0,16,broadcast,6,10,14,4,9,1,-4,8,TVE1,TVE,org,,PROPN,PROPN,pobj,compound,NNP,NNP,3,1
60,56.0,37,area,3,17,19,2,16,17,-14,16,Universiti Malaysia Kelantan,Kelantan,org-org-org,,PROPN-PROPN-PROPN,PROPN,pobj-compound-nsubj,pobj,NNP-NNP-NNP,NNP,2,1
61,57.0,34,holding,9,1,8,7,0,25,8,-1,NBC Universal,msnbc.com,org-org,,PROPN-PROPN,X,compound-nsubj,pobj,NNP-NNP,ADD,2,1
62,58.0,14,played,2,2,13,11,1,0,0,11,Spartans,Michigan,per,,PROPN,PROPN,nsubj,pobj,NNPS,NNP,1,1
63,59.0,32,received,1,11,11,0,10,20,-10,10,Florida,Florida Gators,,org-org,PROPN,PROPN-PROPN,appos,compound-compound,NNP,NNP-NNPS,0,1
64,60.0,38,held,8,20,22,2,19,15,-12,14,Times,India,,org,PROPN,PROPN,ROOT,compound,NNP,NNP,4,1
65,61.0,60,sold,5,44,50,6,43,9,-39,45,Emera,Nova Scotia,org,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,4,1
66,62.0,18,is,8,1,12,11,0,5,7,4,Ph?m,ed Vietn,per,-,PROPN,NOUN-PROPN,intj,attr-nsubj,NNP,NN-NNP,3,1
67,63.0,33,signed,4,4,7,3,3,25,0,3,Fitzgerald,Reprise,per,,PROPN,PROPN,nsubj,compound,NNP,NNP,2,1
68,64.0,60,Mamet,3,45,50,5,44,9,-42,47,Charles,Catherine of Braganza,,per-per-per,PROPN,PROPN-ADP-PROPN,compound,appos-prep-compound,NNP,NNP-IN-NNP,7,1
69,65.0,24,led,1,6,17,11,5,6,-5,16,North Dakota Fighting Sioux,Division I,---,org-org,PROPN-PROPN-PROPN-PROPN,PROPN-PRON,compound-pobj-xcomp-compound,pobj-nsubj,NNP-NNP-NNP-NNP,NNP-PRP,5,1
70,66.0,33,warns,11,1,6,5,0,26,10,-5,Shahzada,Afghanistan,per,,PROPN,PROPN,compound,compound,NNP,NNP,4,1
71,67.0,31,is,17,1,25,24,0,5,16,8,Anneke van Giersbergen,The Gathering,per-per-per,-,PROPN-PROPN-PROPN,DET-PROPN,compound-compound-nsubj,det-compound,NNP-NNP-NNP,DT-NNP,6,1
72,68.0,24,starting,3,8,13,5,7,10,-5,10,Los Angeles Xtreme,XFL,--,org,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,pobj,NNP-NNP-NNP,NNP,7,1
73,69.0,40,was,10,25,28,3,24,11,-15,18,Eduard Shevardnadze,Georgia,per-per,,PROPN-PROPN,PROPN,compound-pobj,pobj,NNP-NNP,NNP,2,1
74,1379.0,39,clouded,4,11,16,5,10,22,-7,12,Eduard Shevardnadze,Georgia,org-org,,PROPN-PROPN,PROPN,compound-pobj,pobj,NNP-NNP,NNP,7,1
75,70.0,30,performed,6,5,18,13,4,11,1,12,Boston,Mike Stern,,per-per,PROPN,PROPN-PROPN,pobj,compound-dobj,NNP,NNP-NNP,4,1
76,71.0,18,became,2,1,11,10,0,6,1,9,Plumer,New Hampshire,per,-,NOUN,PROPN-PROPN,nsubj,compound-pobj,NN,NNP-NNP,5,1
77,72.0,66,was,26,19,25,6,18,40,7,-1,Philippa of Hainault,Edward,per-per-per,,PROPN-ADP-PROPN,PROPN,nsubj-prep-pobj,compound,NNP-IN-NNP,NNP,4,1
78,73.0,31,were,2,21,26,5,20,4,-19,24,Francis Duke of Teck,Princess Mary Adelaide of Cambridge,---,per-per-per-per-per,PROPN-PROPN-ADP-PROPN,PROPN-PROPN-PROPN-ADP-PROPN,compound-pobj-prep-pobj,compound-compound-conj-prep-pobj,NNP-NNP-IN-NNP,NNP-NNP-NNP-IN-NNP,2,1
79,74.0,39,was,2,2,10,8,1,28,0,8,University,China,org,,PROPN,PROPN,nsubj,pobj,NNP,NNP,2,1
80,75.0,38,co-hosted,4,16,14,-2,15,23,-12,10,Jean Charest,Quebec,per-per,,PROPN-PROPN,PROPN,compound-conj,pobj,NNP-NNP,NNP,3,1
81,76.0,39,been,2,1,32,31,0,6,1,30,Berlusconi,Veronica Lario,per,-,PROPN,PROPN-PROPN,nsubj,compound-appos,NNP,NNP-NNP,15,1
82,77.0,18,acquired,3,8,15,7,7,2,-5,12,Ameritech,Wisconsin Bell,org,-,PROPN,PROPN-PROPN,pobj,compound-compound,NNP,NNP-NNP,4,1
83,78.0,27,became,2,1,8,7,0,18,1,6,Rich,LaFace Records,per,-,PROPN,PROPN-PROPN,nsubj,compound-pobj,NNP,NNP-NNPS,3,1
84,79.0,25,selected,4,8,20,12,7,4,-4,16,Greece,George Dalaras,,per-per,PROPN,PROPN-PROPN,dobj,compound-pobj,NNP,NNP-NNP,4,1
85,80.0,28,doing,4,8,16,8,7,11,-4,12,Sun Cellular,Digital Telecommunications Philippines,-,org-org-org,PROPN-PROPN,PROPN-PROPN-PROPN,compound-nsubj,compound-compound-pobj,NNP-NNP,NNP-NNP-NNPS,5,1
86,81.0,17,is,2,11,15,4,10,1,-9,13,Sweden,Jonas Hellborg,,per-per,PROPN,PROPN-PROPN,pobj,compound-pobj,NNP,NNP-NNP,3,1
87,82.0,30,be,2,1,5,4,0,24,1,3,England,Darren,,per,PROPN,PROPN,nsubj,compound,NNP,NNP,3,1
88,83.0,13,married,1,1,3,2,0,9,0,2,Sonia,Selvaraghavan,per,,PROPN,PROPN,nsubj,dobj,NNP,NNP,2,1
89,84.0,32,accused,6,8,15,7,7,16,-2,9,Azem Vllasi,League,per-per,,PROPN-PROPN,PROPN,compound-dative,pobj,NNP-NNP,NNP,5,1
90,85.0,17,is,3,1,8,7,0,8,2,5,Enterprise High School,Shasta Union High School District,--,org-org-org-org-org,NOUN-PROPN-PROPN,PROPN-PROPN-PROPN-PROPN-PROPN,compound-compound-nsubj,compound-compound-compound-compound-pobj,NN-NNP-NNP,NNP-NNP-NNP-NNP-NNP,6,1
91,86.0,17,was,2,14,16,2,13,0,-12,14,French,Faure,,per,ADJ,PROPN,amod,pobj,JJ,NNP,2,1
92,87.0,20,was,10,1,19,18,0,0,9,9,David Henshaw,Navy,per-per,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,2,1
93,88.0,34,were,7,14,21,7,13,12,-7,14,London,him,,per,PROPN,PRON,compound,dobj,NNP,PRP,4,1
94,89.0,27,hung,11,7,8,1,6,18,4,-3,his,Sydney,per,,DET,PROPN,poss,compound,PRP$,NNP,2,1
95,90.0,45,held,8,29,33,4,28,11,-21,25,ONGC,India,org,,PROPN,PROPN,nsubj,pobj,NNP,NNP,2,1
96,91.0,33,became,12,3,17,14,2,15,9,5,Australia,Teale,,per,PROPN,PROPN,poss,nsubj,NNP,NNP,5,1
97,92.0,29,is,4,11,28,17,10,0,-7,24,Gilles Duceppe,Bloc,per-per,,PROPN-PROPN,PROPN,compound-conj,pobj,NNP-NNP,NNP,3,1
98,93.0,29,affors,2,18,24,6,17,4,-16,22,De La Salle,Philippines,org-org-org,,PROPN-PROPN-PROPN,PROPN,compound-compound-compound,nmod,NNP-NNP-NNP,NNP,5,1
99,94.0,30,backs,25,1,5,4,0,24,24,-20,Blix,United Nations Monitoring Verification and Inspection Commission,per,------,PROPN,PROPN-PROPN-PROPN-PROPN-CCONJ-PROPN-PROPN,nsubj,compound-nmod-nmod-nmod-cc-conj-dobj,NNP,NNP-NNP-NNP-NNP-CC-NNP-NNP,3,1
100,95.0,40,follows,7,21,27,6,20,12,-14,20,United Liberation Front of Asom,ULFA,org-org-org-org-org,,PROPN-PROPN-PROPN-ADP-PROPN,PROPN,compound-compound-pobj-prep-pobj,appos,NNP-NNP-NNP-IN-NNP,NNP,3,1
101,2465.0,16,is,5,8,14,6,7,1,-3,9,United Liberation Front of Asom,ULFA,----,org,PROPN-PROPN-PROPN-ADP-PROPN,PROPN,compound-compound-attr-prep-pobj,appos,NNP-NNP-NNP-IN-NNP,NNP,3,1
102,96.0,41,is,4,11,11,0,10,29,-7,7,Gul Ahmed Group,Gul Ahmed Textile Mills Limited,org-org-org,----,PROPN-PROPN-PROPN,PROPN-PROPN-PROPN-PROPN-PROPN,compound-compound-pobj,compound-compound-compound-dobj-nmod,NNP-NNP-NNP,NNP-NNP-NNP-NNPS-NNP,0,1
103,97.0,21,was,3,10,19,9,9,1,-7,16,United States,Thomas Jefferson,-,per-per,PROPN-PROPN,PROPN-PROPN,compound-pobj,compound-pobj,NNP-NNP,NNP-NNP,7,1
104,98.0,20,is,1,15,19,4,14,0,-14,18,Wilfrid Laurier University,Canada,org-org-org,,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,pobj,NNP-NNP-NNP,NNP,5,1
105,99.0,24,attended,1,3,6,3,2,17,-2,5,Huntingdon College,Montgomery,org-org,,PROPN-PROPN,PROPN,compound-dobj,pobj,NNP-NNP,NNP,4,1
106,114.0,33,served,2,27,30,3,26,2,-25,28,Huntingdon College,Montgomery,org-org,,PROPN-PROPN,PROPN,compound-ROOT,compound,NNP-NNP,NNP,2,1
107,100.0,33,became,1,8,12,4,7,20,-7,11,1997,Alchemy Partners,,org-org,NUM,PROPN-PROPN,nummod,compound-pobj,CD,NNP-NNPS,3,1
108,101.0,20,formed,6,4,19,15,3,0,2,13,Luigi Einaudi,Italy,per-per,,PROPN-PROPN,PROPN,compound-nsubjpass,pobj,NNP-NNP,NNP,2,1
109,1628.0,26,was,4,3,8,5,2,17,1,4,Luigi Einaudi,Italy,org-org,,PROPN-PROPN,PROPN,compound-appos,pobj,NNP-NNP,NNP,4,1
110,102.0,24,became,12,3,12,9,2,11,9,0,New York City,Patrick,--,per,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,pobj,NNP-NNP-NNP,NNP,4,1
111,103.0,16,was,1,1,9,8,0,6,0,8,Timeless,Citadel Broadcasting,,org-org,PROPN,PROPN-PROPN,nsubj,compound-pobj,NNP,NNP-NNP,2,1
112,104.0,16,is,2,1,15,14,0,0,1,13,Pathway Communications,Ontario,org-org,,PROPN-PROPN,PROPN,compound-nsubj,pobj,NNP-NNP,NNP,2,1
113,105.0,24,has,1,1,22,21,0,1,0,21,UHD,Houston,org,,PROPN,PROPN,nsubj,compound,NNP,NNP,9,1
114,106.0,19,plays,1,10,11,1,9,7,-9,10,Indianapolis,North Central High School,,org-org-org-org,PROPN,PROPN-PROPN-PROPN-PROPN,compound,compound-compound-compound-compound,NNP,NNP-NNP-NNP-NNP,2,1
115,107.0,34,placed,7,20,6,-14,19,27,-13,-1,Marina Militare,Italian Navy,org-org,-,PROPN-PROPN,PROPN-PROPN,compound-pobj,amod-appos,NNP-NNP,NNP-NNP,7,1
116,108.0,19,held,5,13,18,5,12,0,-8,13,West Virginia Wesleyan College,Buckhannon,org-org-org-org,,PROPN-PROPN-PROPN-PROPN,PROPN,compound-compound-compound-pobj,pobj,NNP-NNP-NNP-NNP,NNP,4,1
117,109.0,13,married,3,5,9,4,4,3,-2,6,Collette McArdle,he,-,per,PROPN-PROPN,PRON,compound-dobj,nsubj,NNP-NNP,PRP,1,1
118,110.0,29,said,16,16,26,10,15,2,0,10,Juncker,Luxembourg,per,,PROPN,PROPN,nsubj,poss,NNP,NNP,4,1
119,111.0,35,Information,1,5,25,20,4,9,-4,24,University of Adelaide,Group of Eight,--,org-org-org,PROPN-ADP-PROPN,PROPN-ADP-NUM,nsubj-prep-pobj,pobj-prep-pobj,NNP-IN-NNP,NNP-IN-CD,6,1
120,112.0,24,is,2,1,22,21,0,1,1,20,Exeter School,Devon,org-org,,PROPN-PROPN,PROPN,compound-nsubj,compound,NNP-NNP,NNP,12,1
121,113.0,17,sponsor,3,5,13,8,4,3,-2,10,Nazareth Academy,La Grange Park,org-org,--,PROPN-PROPN,PROPN-PROPN-PROPN,compound-dative,compound-compound-compound,NNP-NNP,NNP-NNP-NNP,2,1
122,115.0,29,owned,3,19,21,2,18,7,-16,18,Sliema,Michael,,per,PROPN,PROPN,pobj,nsubj,NNP,NNP,2,1
123,116.0,47,elected,10,9,16,7,8,30,1,6,VMI,Division I,,org-org,PROPN,PROPN-PRON,nsubj,compound-compound,NNP,NNP-PRP,6,1
124,117.0,23,attended,1,3,3,0,2,19,-2,2,Columbia High School,Columbia,org-org-org,,PROPN-PROPN-PROPN,PROPN,compound-compound-dobj,compound,NNP-NNP-NNP,NNP,0,1
125,118.0,31,announced,4,3,7,4,2,23,1,3,Guy Verhofstadt,Belgium,per-per,,PROPN-PROPN,PROPN,compound-nsubj,poss,NNP-NNP,NNP,5,1
126,119.0,44,attended,8,24,34,10,23,9,-16,26,Chailey School,East Sussex,org-org,-,PROPN-PROPN,PROPN-PROPN,compound-conj,compound-pobj,NNP-NNP,NNP-NNP,11,1
127,120.0,50,In,0,19,28,9,18,21,-19,28,James J. Couzens,Michigan,per-per-per,,PROPN-PROPN-PROPN,PROPN,compound-compound-pobj,compound,NNP-NNP-NNP,NNP,5,1
128,121.0,26,is,3,1,25,24,0,0,2,22,Naresuan,Thailand,org,,PROPN,PROPN,compound,pobj,NNP,NNP,3,1
129,937.0,14,is,4,1,13,12,0,0,3,9,Naresuan,Thailand,per,,PROPN,PROPN,compound,pobj,NNP,NNP,1,1
130,122.0,17,came,3,8,10,2,7,6,-5,7,42 Commando,Royal Marines,-,org-org,NUM-PROPN,PROPN-PROPN,nummod-compound,compound-pobj,CD-NNP,NNP-NNPS,1,1
131,123.0,22,Following,0,8,16,8,7,5,-8,16,Butthole Surfers,Texas,per-per,,PROPN-PROPN,PROPN,compound-compound,pobj,NNP-NNPS,NNP,3,1
132,124.0,11,led,3,2,10,8,1,0,1,7,union,Vietnam,per,,NOUN,PROPN,nsubjpass,pobj,NN,NNP,2,1
133,125.0,22,teaches,2,9,21,12,8,0,-7,19,University of the Arts,Philadelphia,org-org-org-org,,PROPN-ADP-DET-PROPN,PROPN,pobj-prep-det-nmod,pobj,NNP-IN-DT-NNPS,NNP,4,1
134,126.0,23,Inc.,0,5,19,14,4,3,-5,19,Radio Mindanao Network,Philippines,org-org-org,,PROPN-PROPN-PROPN,PROPN,compound-compound-nsubj,pobj,NNP-NNP-NNP,NNPS,5,1
135,127.0,24,is,11,1,18,17,0,5,10,7,Duncan of Jordanstone College of Art and Design,University of Dundee,-------,org-org-org,PROPN-ADP-PROPN-PROPN-ADP-PROPN-CCONJ-PROPN,PROPN-ADP-PROPN,nsubj-prep-compound-pobj-prep-pobj-cc-conj,pobj-prep-pobj,NNP-IN-NNP-NNP-IN-NNP-CC-NNP,NNP-IN-NNP,7,1
136,128.0,48,escalated,5,2,19,17,1,28,3,14,Canada,Bret,,per,PROPN,PROPN,nsubj,compound,NNP,NNP,10,1
137,129.0,65,said,2,11,39,28,10,25,-9,37,Tupac Shakur,Digital Underground,per-per,-,PROPN-PROPN,PROPN-PROPN,compound-poss,compound-pobj,NNP-NNP,NNP-NNP,12,1
138,130.0,22,shot,3,7,13,6,6,8,-4,10,Bill Gwatney,Arkansas Democratic Party,per-per,--,PROPN-PROPN,PROPN-PROPN-PROPN,compound-dobj,compound-compound-pobj,NNP-NNP,NNP-NNP-NNP,5,1
139,131.0,48,ambushed,38,6,13,7,5,34,32,-25,Henry Gurney,Malaya,per-per,,PROPN-PROPN,PROPN,compound-pobj,pobj,NNP-NNP,NNP,2,1
140,132.0,25,are,3,2,14,12,1,10,1,11,Seattle SeaDogs,Continental Indoor Soccer League,-,org-org-org-org,PROPN-PROPN,PROPN-PROPN-PROPN-PROPN,compound-nsubj,compound-compound-compound-pobj,NNP-NNP,NNP-NNP-NNP-NNP,6,1
